Street,Vicinity,City,District,Province,Classification,Zonal Value,Barangay
ESPIRITU,ESTRADA - PABLO OCAMPO SR. ( formerly VITO CRUZ ),Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
ESTRADA,DIAN - ALEJO AQUINO,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,132000,
ESTRADA,DIAN - ALEJO AQUINO,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,99000,
PABLO OCAMPO SR. ( formerly VITO CRUZ ) ,DIAN - ALEJO AQUINO,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,132000,
PABLO OCAMPO SR. ( formerly VITO CRUZ ) ,DIAN - ALEJO AQUINO,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,99000,
CONDOMINIUMS,DIAN - ALEJO AQUINO,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
BENROSI SUITES CONDOMINIUM,1209 PABLO OCAMPO SR. ( formerly VITO CRUZ ).,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CC,130000,
BENROSI SUITES CONDOMINIUM,1209 PABLO OCAMPO SR. ( formerly VITO CRUZ ).,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RC,110000,
BENROSI SUITES CONDOMINIUM,1209 PABLO OCAMPO SR. ( formerly VITO CRUZ ).,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,PS,90000,
LANDSEAIRE MANSION,ESPIRITU,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CC,100000,
LANDSEAIRE MANSION,ESPIRITU,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RC,85000,
LANDSEAIRE MANSION,ESPIRITU,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,PS,60000,
PROVINCE,: NATIONAL CAPITAL REGION (NCR),Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
City/MUNICIPALITY,: PACO - PANDACAN - STA. ANA - SAN ANDRES,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
Zone/Barangay,82761,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,DO No.,78-2019,
Zone/Barangay,82761,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,Effectivity date,2019-11-29 00:00:00,
STREET/SUBDIVISION/     CONDOMINIUM,V I C I N I T Y,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CLASSSIFICATION,5TH REVISION ZV/SQ. M,
BAUTISTA,ESTRADA - PABLO OCAMPO SR. ( formerly VITO CRUZ ),Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
BAUTISTA,ESTRADA - PABLO OCAMPO SR. ( formerly VITO CRUZ ),Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
C.  AYALA,BAUTISTA - DIAN,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
C.  AYALA,BAUTISTA - DIAN,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
CONSUELO,BAUTISTA - DIAN,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
CONSUELO,BAUTISTA - DIAN,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
DIAN,ESTRADA - PABLO OCAMPO SR. ( formerly VITO CRUZ ),Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
DIAN,ESTRADA - PABLO OCAMPO SR. ( formerly VITO CRUZ ),Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
DIAN,ESTRADA - PABLO OCAMPO SR. ( formerly VITO CRUZ ),Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,X,79000,
DON PEDRO,BAUTISTA - DIAN,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
DON PEDRO,BAUTISTA - DIAN,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
ESTRADA  ,BAUTISTA - DIAN,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
ESTRADA  ,BAUTISTA - DIAN,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
PABLO OCAMPO SR. (formerly VITO CRUZ),BAUTISTA - DIAN,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,132000,
PABLO OCAMPO SR. (formerly VITO CRUZ),BAUTISTA - DIAN,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,99000,
*CONCHU,ESTRADA - PABLO OCAMPO SR. ( formerly VITO CRUZ ),Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
*CONCHU,ESTRADA - PABLO OCAMPO SR. ( formerly VITO CRUZ ),Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
* Identified street during ocular inspection and certified by Brgy Chairman/City Assessor,ESTRADA - PABLO OCAMPO SR. ( formerly VITO CRUZ ),Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
Zone/Barangay,82762,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
STREET/SUBDIVISION/     CONDOMINIUM,V I C I N I T Y,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CLASSSIFICATION,5TH REVISION ZV/SQ. M,
ARELLANO AVENUE,ESTRADA - PABLO OCAMPO SR. ( formerly VITO CRUZ ),Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
ARELLANO AVENUE,ESTRADA - PABLO OCAMPO SR. ( formerly VITO CRUZ ),Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
BAUTISTA,ESTRADA - PABLO OCAMPO SR. ( formerly VITO CRUZ ),Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
BAUTISTA,ESTRADA - PABLO OCAMPO SR. ( formerly VITO CRUZ ),Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
C.  AYALA,BAUTISTA - ESTERO TRIPA DE GALINA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
C.  AYALA,BAUTISTA - ESTERO TRIPA DE GALINA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
CONSUELO,BAUTISTA - ESTERO TRIPA DE GALINA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
CONSUELO,BAUTISTA - ESTERO TRIPA DE GALINA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
DON PEDRO,BAUTISTA - ESTERO TRIPA DE GALINA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
DON PEDRO,BAUTISTA - ESTERO TRIPA DE GALINA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
ESTRADA,BAUTISTA - ESTERO TRIPA DE GALINA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,132000,
ESTRADA,BAUTISTA - ESTERO TRIPA DE GALINA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,99000,
PABLO OCAMPO SR. ( formerly VITO CRUZ ) ,BAUTISTA - ESTERO TRIPA DE GALINA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,132000,
PABLO OCAMPO SR. ( formerly VITO CRUZ ) ,BAUTISTA - ESTERO TRIPA DE GALINA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,99000,
Zone/Barangay,83763,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
STREET/SUBDIVISION/     CONDOMINIUM,V I C I N I T Y,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CLASSSIFICATION,5TH REVISION ZV/SQ. M,
AMATISTA,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,88000,
AMATISTA,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
CORAL,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,88000,
CORAL,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
ESTRADA ,ESMERALDA - ZAFIRO,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,88000,
ESTRADA ,ESMERALDA - ZAFIRO,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
NAKAR,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,88000,
NAKAR,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
ZAFIRO,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,88000,
ZAFIRO,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
RUBI,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,88000,
RUBI,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
ZOBEL ROXAS AVENUE,ESMERALDA - ZAFIRO,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,100000,
ZOBEL ROXAS AVENUE,ESMERALDA - ZAFIRO,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,80000,
PROVINCE,: NATIONAL CAPITAL REGION (NCR),Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
City/MUNICIPALITY,: PACO - PANDACAN - STA. ANA - SAN ANDRES,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
Zone/Barangay,83764,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,DO No.,78-2019,
Zone/Barangay,83764,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,Effectivity date,2019-11-29 00:00:00,
STREET/SUBDIVISION/     CONDOMINIUM,V I C I N I T Y,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CLASSSIFICATION,5TH REVISION ZV/SQ. M,
AGATA,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,53000,
AGATA,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,44000,
*AMATISTA,ESTRADA - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,*,
* ESMERALDA,ESTRADA - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,*,
ESTRADA,ORALO - PERLITA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,88000,
ESTRADA,ORALO - PERLITA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
GRANITO ,MADRE PERLA - PERLITA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
GRANITO ,MADRE PERLA - PERLITA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
MARMOL,MADRE PERLA - PERLITA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
MARMOL,MADRE PERLA - PERLITA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
OPALO,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,53000,
OPALO,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,44000,
MADRE PERLA,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,53000,
MADRE PERLA,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,44000,
PABLO OCAMPO SR. ( formerly VITO CRUZ ) ,PERLITA - MADRE PERLA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,132000,
PABLO OCAMPO SR. ( formerly VITO CRUZ ) ,PERLITA - MADRE PERLA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,99000,
ZOBEL ROXAS AVENUE,RAILROAD - OPALO,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,100000,
ZOBEL ROXAS AVENUE,RAILROAD - OPALO,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,80000,
**PERLITA,ESTRADA - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,64000,
**PERLITA,ESTRADA - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,53000,
* Does not exist during ocular inspection and certified by Brgy Chairman/City Assessor,ESTRADA - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
** Identified street during ocular inspection and certified by Brgy Chairman/City Assessor,ESTRADA - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
Zone/Barangay,83765,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
STREET/SUBDIVISION/     CONDOMINIUM,V I C I N I T Y,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CLASSSIFICATION,5TH REVISION ZV/SQ. M,
ALABASTRO,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
ALABASTRO,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
CRISOLITA,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
CRISOLITA,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
ESTRADA ,CRISOLITA - ZAFIRO,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,88000,
ESTRADA ,CRISOLITA - ZAFIRO,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
TOPACIO,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
TOPACIO,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
ZAFIRO,ESTRADA - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
ZAFIRO,ESTRADA - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
ZOBEL ROXAS AVENUE,ZAFIRO - CRISOLITA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,88000,
ZOBEL ROXAS AVENUE,ZAFIRO - CRISOLITA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
Zone/Barangay,83766,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
STREET/SUBDIVISION/     CONDOMINIUM,V I C I N I T Y,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CLASSSIFICATION,5TH REVISION ZV/SQ. M,
*CONCHA,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,*,
CRISOLITA,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,53000,
CRISOLITA,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,44000,
ESTRADA ,CRISOLITA - ONYX (formerly GONZALO S. RIVERA ),Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,66000,
ESTRADA ,CRISOLITA - ONYX (formerly GONZALO S. RIVERA ),Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,79000,
GRANATE,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,53000,
GRANATE,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,44000,
ZOBEL ROXAS AVENUE,CRISOLITA - ONYX (formerly GONZALO S. RIVERA ) ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,88000,
ZOBEL ROXAS AVENUE,CRISOLITA - ONYX (formerly GONZALO S. RIVERA ) ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
ONYX (formerly GONZALO S. RIVERA ) ,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,66000,
ONYX (formerly GONZALO S. RIVERA ) ,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,55000,
* Does not exist during ocular inspection and certified by Brgy Chairman/City Assessor,ESTRADA  - ZOBEL ROXAS AVENUE,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
PROVINCE,: NATIONAL CAPITAL REGION (NCR),Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
City/MUNICIPALITY,: PACO - PANDACAN - STA. ANA - SAN ANDRES,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
Zone/Barangay,83767,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,DO No.,78-2019,
Zone/Barangay,83767,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,Effectivity date,2019-11-29 00:00:00,
STREET/SUBDIVISION/     CONDOMINIUM,V I C I N I T Y,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CLASSSIFICATION,5TH REVISION ZV/SQ. M,
ALABASTRO,FLORENTINO TORRES ( formerly DAGONOY ) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
ALABASTRO,FLORENTINO TORRES ( formerly DAGONOY ) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
ALABASTRO,FLORENTINO TORRES ( formerly DAGONOY ) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,X,79000,
CRISOLITA,FLORENTINO TORRES ( formerly DAGONOY ) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,53000,
CRISOLITA,FLORENTINO TORRES ( formerly DAGONOY ) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,44000,
ESTRADA ,ZAFIRO-ONYX (formerly GONZALO S. RIVERA )  ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
ESTRADA ,ZAFIRO-ONYX (formerly GONZALO S. RIVERA )  ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
FLORENTINO TORRES(formerly DAGONOY),ZAFIRO-ONYX (formerly GONZALO S. RIVERA )  ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,64000,
FLORENTINO TORRES(formerly DAGONOY),ZAFIRO-ONYX (formerly GONZALO S. RIVERA )  ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,53000,
TOPACIO,FLORENTINO TORRES ( formerly DAGONOY ) - ESTRADA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,53000,
TOPACIO,FLORENTINO TORRES ( formerly DAGONOY ) - ESTRADA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,44000,
*ONYX (formerly GONZALO S. RIVERA ) ,FLORENTINO TORRES ( formerly DAGONOY ) - ESTRADA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,*,
ZAFIRO,FLORENTINO TORRES ( formerly DAGONOY ) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,53000,
ZAFIRO,FLORENTINO TORRES ( formerly DAGONOY ) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,44000,
**CONCHU,ESTRADA  - DAGONOY MARKET,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,53000,
**CONCHU,ESTRADA  - DAGONOY MARKET,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,44000,
**GRANATE,FLORENTINO TORRES ( formerly DAGONOY ) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,53000,
**GRANATE,FLORENTINO TORRES ( formerly DAGONOY ) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,44000,
* Does not exist  during ocular inspection and certified by Brgy Chairman and City Assessor,FLORENTINO TORRES ( formerly DAGONOY ) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
** Identified streets  during ocular inspection and certified by Brgy Chairman/City Assessor,FLORENTINO TORRES ( formerly DAGONOY ) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
Zone/Barangay,83768,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
STREET/SUBDIVISION/     CONDOMINIUM,V I C I N I T Y,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CLASSSIFICATION,5TH REVISION ZV/SQ. M,
AMATISTA,FLORENTINO TORRES (formerly DAGONOY) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,53000,
AMATISTA,FLORENTINO TORRES (formerly DAGONOY) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,44000,
CORAL,FLORENTINO TORRES (formerly DAGONOY) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,53000,
CORAL,FLORENTINO TORRES (formerly DAGONOY) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,44000,
ESTRADA ,AMATISTA - ZAFIRO,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
ESTRADA ,AMATISTA - ZAFIRO,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
FLORENTINO TORRES ( formerly DAGONOY ),AMATISTA - ZAFIRO,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
FLORENTINO TORRES ( formerly DAGONOY ),AMATISTA - ZAFIRO,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
NAKAR,FLORENTINO TORRES (formerly DAGONOY) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
NAKAR,FLORENTINO TORRES (formerly DAGONOY) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
RUBI,FLORENTINO TORRES (formerly DAGONOY) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,53000,
RUBI,FLORENTINO TORRES (formerly DAGONOY) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,44000,
*ZAPIRO,FLORENTINO TORRES (formerly DAGONOY) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,*,
* Does not exist  during ocular inspection and certified by Brgy Chairman and City Assessor,FLORENTINO TORRES (formerly DAGONOY) - ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
Zone/Barangay,83769,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
STREET/SUBDIVISION/     CONDOMINIUM,V I C I N I T Y,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CLASSSIFICATION,5TH REVISION ZV/SQ. M,
AGATA,FLORENTINO TORRES ( formerly DAGONOY ) -  ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,53000,
AGATA,FLORENTINO TORRES ( formerly DAGONOY ) -  ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,44000,
AMATISTA,FLORENTINO TORRES ( formerly DAGONOY ) -  ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,53000,
AMATISTA,FLORENTINO TORRES ( formerly DAGONOY ) -  ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,44000,
ESMERALDA,FLORENTINO TORRES ( formerly DAGONOY ) -  ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,53000,
ESMERALDA,FLORENTINO TORRES ( formerly DAGONOY ) -  ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,44000,
ESTRADA ,RAILROAD - AMATISTA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
ESTRADA ,RAILROAD - AMATISTA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
FLORENTINO TORRES ( formerly DAGONOY ),RAILROAD - AMATISTA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,79000,
FLORENTINO TORRES ( formerly DAGONOY ),RAILROAD - AMATISTA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,66000,
MADRE PERLA,ESTRADA  - PERLITA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,53000,
MADRE PERLA,ESTRADA  - PERLITA,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,44000,
OPALO,FLORENTINO TORRES ( formerly DAGONOY ) -  ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,53000,
OPALO,FLORENTINO TORRES ( formerly DAGONOY ) -  ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,44000,
*PERLITA,FLORENTINO TORRES ( formerly DAGONOY ) -  ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,58000,
*PERLITA,FLORENTINO TORRES ( formerly DAGONOY ) -  ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,RR,53000,
* Identified street during ocular inspection and certified by Brgy Chairman/City Assessor,FLORENTINO TORRES ( formerly DAGONOY ) -  ESTRADA ,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
PROVINCE,: NATIONAL CAPITAL REGION (NCR),Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
City/MUNICIPALITY,: PACO - PANDACAN - STA. ANA - SAN ANDRES,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,,,
Zone/Barangay,84770,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,DO No.,78-2019,
Zone/Barangay,84770,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,Effectivity date,2019-11-29 00:00:00,
STREET/SUBDIVISION/     CONDOMINIUM,V I C I N I T Y,Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CLASSSIFICATION,5TH REVISION ZV/SQ. M,
ELORIAGA,ZOBEL ROXAS AVENUE - SAGRADA FAMILIA(formerly ESTRADA EXTENSION),Manila,"Paco, Pandacan, Sta. Ana, San Andres",NCR,CR,53000,
