Location,URL,SKU,Title,Price,Category,Num_Bedrooms,Num_Bathrooms,Floor_Area,Land_Area,Description,Agent_Name,Agent_Link,Agent_Verification,File,Latitude,Longitude,LRTHubName,LRTHubDist,BusHubName,BusHubDist,HospitalHubName,HospitalHubDist,MallHubName,MallHubDist,SchoolHubName,SchoolHubDist,BusCount,HospitalCount,MallCount,SchoolCount,Concat,Property Type,Processed_Location,Matched_Zonal_Value
"Iruhin West, Tagaytay",https://www.lamudi.com.ph/projects/taal-greenheights/taal-greenheights-lot-for-sale-in-tagaytay-308-sq-170490064385/,LA659AA112DC884PH,Taal Greenheights Lot for Sale in Tagaytay! 308 sq. meters at 20k per sqm,6160000.0,land,0.0,0.0,0.0,308.0,"Tagaytay Greenheights Subdivision Lot Area 308 sqm Price per sqm P20,000.00 Contract Price P6,160,000.00 Here are four benefits of living at Tagaytay Greenheights Chilly and crisp climate Tagaytay Greenheights is located in Tagaytay City, which is k",Karlo Davila,https://www.lamudi.com.ph/moldex-realty-agn-379493/,FULLY VERIFIED,Cavite,120.999755,14.13913,NIOG,35.7123582293428,n5060425128,1.11371098082849,n2006277622,4.73996248204983,Fora Mall,4.79704116588329,w1105443120,0.0760645792211917,0,0,0,2,6160000.0 land 0.0 0.0 0.0 308.0,CR,iruhin west tagaytay,44000
"Salitran IV, Dasmariñas",https://www.lamudi.com.ph/projects/the-orchard-golf-and-country-country-club/300sqm-residential-lot-for-sale-near-dlsu-dasma-ve-171594965450/,LA6647505613289PH,300sqm Residential Lot for Sale Near DLSU Dasma VERMOSA Daang Hari,5357142.0,land,0.0,0.0,0.0,300.0,"THE ORCHARD GOLF RESIDENCES Phase 5B IN CAVITE Near VERMOSA Daang Hari, Ayala Malls and Soon to be LRT! Accessible to MCX CAVITEX EVIA MALL, De La Salle University Dasmarinas soon to be VILLAR Central Business District, University of the Phil",Aloh Espiritu,https://www.lamudi.com.ph/aem-realty/,FULLY VERIFIED,Cavite,120.95579,14.349371,NIOG,12.1965796701453,n6656722467,1.0649279307867,w575166088,1.73782981264382,Central Mall Dasmariñas	,1.93809352266781,r8770931,0.962267740105814,0,0,0,1,5357142.0 land 0.0 0.0 0.0 300.0,CR,salitran iv dasmariñas,41000
"Inchican, Silang",https://www.lamudi.com.ph/projects/wedgewood-subdivision-at-ayala-westgrove-heights/wedgewood-subdivision-residential-lot-for-sale-bes-170790192159/,LA65C9DC837BD2APH,"Wedgewood Subdivision Residential Lot for Sale beside South Forbes, Cavite",12627999.999999998,land,0.0,0.0,0.0,451.0,WEDGEWOOD SUBDIVISION RESIDENTIAL LOT FOR SALE Beside SOUTH FORBES AYALA WESTGROVE FOR SALE PRIME LOT Lot Area 451 sqm Price P28000. sqm Call Albert if Interested,ADT Realty,https://www.lamudi.com.ph/adt-realty/,FULLY VERIFIED,Cavite,121.0384526,14.2363657,NIOG,26.1110877080702,n5060445123,1.35878734808985,w530432230,1.60845439707114,Primark Town Center Silang	,3.57462464649074,n6802306885,0.836155678816321,0,0,0,1,12627999.999999998 land 0.0 0.0 0.0 451.0,CR,inchican silang,84000
"Paliparan I, Dasmariñas",https://www.lamudi.com.ph/projects/la-meseta/msg-12-0080-la-meseta-paliparan-i-dasmari-as-forec-170712834593/,LA65C0B619F2D33PH,"MSG 12 0080 La Meseta Paliparan I,Dasmariñas Foreclosed Residential Lot",3450000.0,land,0.0,0.0,0.0,251.0,"All properties are offered on ñAs is, Where isñ basis. Titles of properties are either under Sellerñs name or under various stages of consolidation in the Sellerñs name. Interested parties are therefore advised to check the title, the physical and le",MSGRDC Alquileta,https://www.lamudi.com.ph/my-saving-grace-realty-development-corp/,FULLY VERIFIED,Cavite,120.9826243,14.29251179,NIOG,18.6441701280787,n5262973899,0.263569929379213,w591128598,1.71456015169742,Unitop Mall Dasmariñas	,0.88883281177878,n11428190877,0.850124031102855,12,0,1,5,3450000.0 land 0.0 0.0 0.0 251.0,CR,paliparan dasmariñas,106000
"Pasong Buaya I, Imus",https://www.lamudi.com.ph/projects/caleia-vermosa/pre-selling-ayala-residential-lot-in-vermosa-cavit-170807338035/,LA65CF21A446C42PH,PRE SELLING Ayala Residential Lot in Vermosa Cavite 300 450 sqm.,19950000.0,land,0.0,0.0,0.0,350.0,"Caleia in Vermosa South Daang Hari Road cor. Vermosa Blvd., Imus, 4103 Cavite Caleia is the newest residential project of Ayala Land's 700 hectare estate Vermosa Alveo located at Imus Cavite. Lot sizes 350 450 sqm.Price Starts at 57,000 sqm. Estat",Ignite Realty Philippines,https://www.lamudi.com.ph/ignite-realty-philippines-agn-733532/,FULLY VERIFIED,Cavite,120.9576041,14.38126685,NIOG,8.66315438425422,n9437068728,0.061150403277671,w158466196,2.51961957911432,SM City Molino,2.18093542696694,n8661354974,0.860363232608731,3,0,0,3,19950000.0 land 0.0 0.0 0.0 350.0,CR,pasong buaya imus,41000
"Pasong Buaya I, Imus",https://www.lamudi.com.ph/buy/cavite/imus/vacant-lot-for-sale-in-ardia-vermosa-phase-2-170808019129/,LA653B259347F74PH,Vacant Lot For Sale In Ardia Vermosa Phase 2,25380000.0,land,0.0,0.0,0.0,423.0,"VACANT LOT FOR SALE IN ARDIA VERMOSA PHASE 2 Property Code FS750 Project Tower ARDIA VERMOSA Location Ardia Vermosa, Imus Cavite Size LA 423 SQ.M Type VACANT LOT Developer Alveo Land Other details Corner lot Across pocket garden Phase 1",Andre Lotuaco,https://www.lamudi.com.ph/aaa-solutions-realty-co/,FULLY VERIFIED,Cavite,120.9505033,14.3747504,NIOG,9.43386668635108,n9437068728,1.06004255605981,r14296273,1.73172414015769,The District Imus by Ayala Malls,1.18654955457801,w1000471371,0.978341559391327,0,0,0,1,25380000.0 land 0.0 0.0 0.0 423.0,CR,pasong buaya imus,84000
"Iruhin East, Tagaytay",https://www.lamudi.com.ph/projects/montreux-gardens/402-sqm-corner-retirement-lot-for-sale-in-montreux-170617171755/,LA65B1E0F9154E5PH,402 sqm Corner Retirement Lot For Sale in Montreux Ville Crosswind Tagaytay,24000000.0,land,0.0,0.0,0.0,402.0,"402 Sqm CORNER RETIREMENT LOT FOR SALE IN MONTREUX VILLE CROSSWIND TAGAYTAY Nearest Landmark Tagaytay Picnic Grove Selling Price PHP 24,000,000 STATUS Clean Title, Updated Tax Cash or Bank Financing Lot Area 402 Sq.m LIST OF REQUIREMENTS Certificat",Dandreb Gregorio,https://www.lamudi.com.ph/-agn-51991/,FULLY VERIFIED,Cavite,121.0133973,14.1388739,NIOG,35.9479690462094,n5060425128,2.57650567420997,w456927194,5.11613511766846,Fora Mall,6.07776012743004,w980936594,1.25422303955798,0,0,0,0,24000000.0 land 0.0 0.0 0.0 402.0,CR,iruhin east tagaytay,17900
"Francisco, Tagaytay",https://www.lamudi.com.ph/projects/tagaytay-monte-vista/300-sq-m-residential-lot-for-sale-in-monte-vista-s-170601364474/,LA65AE0AB6CA6F2PH,"300 sq.m Residential Lot For Sale in Monte Vista Subdivision Tagaytay, Cavite",3900000.0,land,0.0,0.0,0.0,300.0,"RESIDENTIAL LOT FOR SALE IN MONTE VISTA SUBDIVISION TAGAYTAY, CAVITE PROPERTY DETAILS Residential Lot Lot Area 300 sq.m Can avail thru CASH or Bank Financing Selling Price 3,900,000 All properties are offered on As is, Where is basis. F",EJ Berdea Realty,https://www.lamudi.com.ph/berdea-realty-agn-412100/,FULLY VERIFIED,Cavite,120.98341,14.124996,NIOG,37.1022594958161,n5060425130,0.919981795020577,n2623054157,2.57391062036754,Fora Mall,2.49465738520933,w764355179,0.684472084097442,1,0,0,2,3900000.0 land 0.0 0.0 0.0 300.0,CR,francisco tagaytay,17900
"Buck Estate, Alfonso",https://www.lamudi.com.ph/projects/royale-tagaytay-estates/royale-tagaytay-estates-alfonso-lot-for-sale-375-s-170261938520/,LA65753DA50FEF1PH,Royale Tagaytay Estates Alfonso Lot for Sale! 375 sqm at 4.5M,4500000.0,land,0.0,0.0,0.0,375.0,"Royale Tagaytay Estates Phase 2 Lot Area 375 sqm Price per sqm P 12,000 Contract Price P 4,500,000 Benefits of living in Royale Tagaytay Estates besides the COOL weather You can enjoy a monarchial lifestyle with European themed architectural designs,",Karlo Davila,https://www.lamudi.com.ph/moldex-realty-agn-379493/,FULLY VERIFIED,Cavite,120.8527969,14.0892003,NIOG,42.5688392787028,n11368464051,1.93804334180374,w687808036,3.12668267776796,Twin Lakes by Megaworld,2.30311016540768,w162320765,1.24208900031401,0,0,0,0,4500000.0 land 0.0 0.0 0.0 375.0,CR,buck estate alfonso,84000
"Buck Estate, Alfonso",https://www.lamudi.com.ph/projects/royale-tagaytay-estates/royale-tagaytay-estates-alfonso-lot-for-sale-300-s-170261938343/,LA6573DBB0B3D4EPH,Royale Tagaytay Estates Alfonso Lot for Sale! 300 sqm at 4M Negotiable,4000000.0,land,0.0,0.0,0.0,300.0,Royale Tagaytay Estates Phase 2 Lot Area 300 sqm Price 4M Negotiable Breathtaking Views Breathtaking views in Royale Tagaytay Estates Royale Tagaytay Estates is situated on a plateau overlooking Taal Volcano and Taal Lake. This provides residents with,Karlo Davila,https://www.lamudi.com.ph/moldex-realty-agn-379493/,FULLY VERIFIED,Cavite,120.8527969,14.0892003,NIOG,42.5688392787028,n11368464051,1.93804334180374,w687808036,3.12668267776796,Twin Lakes by Megaworld,2.30311016540768,w162320765,1.24208900031401,0,0,0,0,4000000.0 land 0.0 0.0 0.0 300.0,CR,buck estate alfonso,84000
"Tejero, General Trias",https://www.lamudi.com.ph/projects/maple-grove/residential-lot-in-maple-grove-park-village-gen-tr-170834566620/,LA65D069DB33D81PH,"Residential Lot in Maple Grove Park Village Gen. Trias, Cavite",26700000.0,land,0.0,0.0,0.0,356.0,"For Sale Residential Lot Maple Grove Park Village, Trece Martires, Cavite Block 16 Lot 12A Lot Area 356 sqm Selling Price Php 24,920,000.00 Property Description Facing East across Linear Park near clubhouse PRICE DISCLAIMER The prices listed in",Brad Zafe,https://www.lamudi.com.ph/-24076/,FULLY VERIFIED,Cavite,120.866631,14.400861,NIOG,11.9565795898763,n12182468103,0.541795673704196,w248798960,0.363074572638006,Robinsons Place GenTrias,0.478911256929892,n4682618689,0.551971719822878,13,2,1,3,26700000.0 land 0.0 0.0 0.0 356.0,CR,tejero general trias,84000
"Upli, Alfonso",https://www.lamudi.com.ph/projects/ridgewood-heights-residential-estates/residential-lot-for-sale-in-ridgewood-heights-subd-170781512557/,LA65C97A6487956PH,"Residential Lot for Sale in Ridgewood Heights Subdivision, Alfonso",6150000.000000001,land,0.0,0.0,0.0,410.0,"Residential Lot for Sale in Ridgewood Heights Subdivision Ref No. BCRL193 Lot Area 410 sqm Selling price 6.150M at 15k per sqm Infront Club house Rectangular shape Landmarks nearby Tagaytay Nasugbu Twin Lake Highway, near Alford Farm Grace",Bon Conseil Realty,https://www.lamudi.com.ph/bon-conseil-inc-bonconseilincgmailcom/,FULLY VERIFIED,Cavite,120.8643286,14.0925396,NIOG,41.8902472037219,n11368475208,1.65315831530986,w687808036,4.07181172710166,Twin Lakes by Megaworld,2.71066400061058,w162320765,0.0869175423901986,0,0,0,1,6150000.000000001 land 0.0 0.0 0.0 410.0,CR,upli alfonso,11000
"Cabilang Baybay, Carmona",https://www.lamudi.com.ph/projects/southwoods-residences/315-sqm-residential-lot-for-sale-in-carmona-cavite-170850023579/,LA62D4CDB5195E7PH,"315 sqm Residential Lot for Sale in Carmona, Cavite",6300000.0,land,0.0,0.0,0.0,315.0,"LIVE WORK PLAY LEARN Southwoods City is the largest and only fully integrated township with a golf course to rise in South of Manila. located to the south of Manila, in the city of Carmona and lush province of Cavite. A short 30 minutes from Makati, it",Gina Baldovino,https://www.lamudi.com.ph/remax-potters-hand/,FULLY VERIFIED,Cavite,121.0428142,14.3197144,NIOG,17.877232859216,n6846023682,0.429861853785194,n1948658013,1.15547012146721,Walter Mart Carmona	,1.13462204710789,w808629497,0.763624013654262,7,0,0,1,6300000.0 land 0.0 0.0 0.0 315.0,CR,cabilang baybay carmona,84000
"Inchican, Silang",https://www.lamudi.com.ph/projects/chateaux-de-paris/corner-lot-facing-east-for-sale-in-chateaux-de-par-168922644225/,LA64AE627564AA4PH,corner lot facing east for sale in chateaux de paris south forbes silang cavite,8500000.0,land,0.0,0.0,0.0,277.0,"LOT AREA 277 SQ.M SELLING PRICE PHP 30,685.92 per SQ.M Total Amount in gross price Php 8,500,000 AMENITIES Main Entry Statement Guard House Landscape Features Pocket Parks Club House Multi Purpose Hall Swimming Pool Basketball Court Well Gated Commun",Jesus Inot,https://www.lamudi.com.ph/-agn-52225/,FULLY VERIFIED,Cavite,121.0467725,14.24018292,NIOG,26.0221659761103,n12123733586,1.0524530121426,w530432230,1.09638836752166,Primark Town Center Silang	,4.38383163986338,n6802306885,0.391895694691038,0,0,0,1,8500000.0 land 0.0 0.0 0.0 277.0,CR,inchican silang,84000
"Calabuso, Tagaytay",https://www.lamudi.com.ph/projects/hillside-at-tagaytay-highlands/residential-lot-at-tagaytay-highlands-hillside-16770538935/,LA63F5CFC561827PH,Residential Lot at Tagaytay Highlands Hillside,12125000.0,land,0.0,0.0,0.0,485.0,"The First Residential lot community THE HILLSIDE is the first residential lot community in the Highlands complex. Phase I has 102 lots and Phase II has 78 lots terraced on sloping terrain, with sizes ranging from 418 641 square meters. The village carri",Rafael Eusebio Napilot,https://www.lamudi.com.ph/el-rafa-realty/,FULLY VERIFIED,Cavite,121.0088385,14.260047,NIOG,22.698437081916,n5416056168,2.42520886147892,w591128598,3.04894307727679,Midtown Square	,2.59854033339871,w507930941,0.387606442283757,0,0,0,3,12125000.0 land 0.0 0.0 0.0 485.0,CR,calabuso tagaytay,50000
"Inchican, Silang",https://www.lamudi.com.ph/projects/phuket-mansions/single-loaded-lot-for-sale-in-racha-mansion-south-171591288784/,LA63F57CEABE950PH,Single Loaded Lot For Sale In Racha Mansion South Forbes Silang Cavite Near CALA,15750000.0,land,0.0,0.0,0.0,350.0,"350 Sqm Prime Lot in Phuket Mansion at South Forbes Golf City Silang Cavite, Nuvali Blvd Santa Rosa, Laguna, Near Alabang Muntinlupa City. Besides the South Forbes Golf Course Experience a new level of exclusivity. At South Forbes, exclusivity does not",Catherine Flores,https://www.lamudi.com.ph/lace-bercado-agn/,FULLY VERIFIED,Cavite,121.0384526,14.2363657,NIOG,26.1110877080702,n5060445123,1.35878734808985,w530432230,1.60845439707114,Primark Town Center Silang	,3.57462464649074,n6802306885,0.836155678816321,0,0,0,1,15750000.0 land 0.0 0.0 0.0 350.0,CR,inchican silang,84000
"Lumampong Balagbag, Indang",https://www.lamudi.com.ph/projects/greenfields-prime/affordable-murang-lupa-farm-residential-lot-for-sa-167659616787/,LA63EED3C717343PH,Affordable Murang Lupa Farm Residential lot for sale near Tagaytay Cavite,2150000.0,land,0.0,0.0,0.0,500.0,"This is the best place for residential, retirement and investment! GREENFIELDS PRIME is located at Indang, Cavite 3 mins away from the east west road 10 minutes away from Indang Town Proper 15 minutes away from Alfonso, Cavite Elevated property 100 fl",Jesier Jane Albios,https://www.lamudi.com.ph/jesier-jane-albios-agn-641738/,FULLY VERIFIED,Cavite,120.8438372,14.17190097,NIOG,34.1932711052816,n6434355121,4.54924294585769,w413772640,3.75220358616615,Twin Lakes by Megaworld,11.4900955981658,w410245044,0.70174010769686,0,0,0,3,2150000.0 land 0.0 0.0 0.0 500.0,CR,lumampong balagbag indang,84000
"Barangay VII, Amadeo",https://www.lamudi.com.ph/buy/cavite/amadeo/affordable-installment-350sqm-commercial-lot-for-s-167530155458/,LA63DB12B2E39D7PH,"Affordable Installment 350sqm Commercial Lot For Sale Near Tagaytay, Cavite",3500000.0,land,0.0,0.0,0.0,350.0,"COMMERCIAL LOT FOR SALE Located at Amadeo, Cavite 350sqm Facing along brgy. road Near Tagaytay Turnover this year Good for business and investment Reserve now for only 20k and get these promos Free transfer of title No miscellaneous fees ",Jesier Jane Albios,https://www.lamudi.com.ph/jesier-jane-albios-agn-641738/,FULLY VERIFIED,Cavite,120.924178,14.17312,NIOG,31.921293924149,n9549241642,3.81396782045207,w807295353,1.4178271219378,Acienda Outlet Mall,4.08368400491189,w404337894,0.451945914144706,0,0,0,3,3500000.0 land 0.0 0.0 0.0 350.0,CR,barangay vii amadeo,41000
"Paliparan I, Dasmariñas",https://www.lamudi.com.ph/buy/cavite/dasmarinas/l-s-3-262-acquired-property-for-sale-in-phase-1-block-10-lot-25-la-meseta-subdivision-at-the-island-paliparan-dasmari/,HO5E69C01B582D2PH,"L S 3 262 Acquired Property for Sale in Phase 1, Block 10, Lot 25, LA MESETA SUBDIVI...",3450000.0,land,0.0,0.0,0.0,251.0,"Vacant Lots Sale shall be on ""as is where is"" basis. All offers are subject to Management approval. Availability of units and prices are subject to change without prior notice. Misprints should not be construed as misrepresentation of the property. B",Property Management,https://www.lamudi.com.ph/bdo-asset-management-group/,FULLY VERIFIED,Cavite,120.986405,14.282791,NIOG,19.7659485925217,n9897563526,0.569673920233619,w591128598,1.101181292651,Unitop Mall Dasmariñas	,0.605922280743645,w92432642,1.11489608241184,12,0,1,0,3450000.0 land 0.0 0.0 0.0 251.0,CR,paliparan dasmariñas,84000
"Tibig, Silang",https://www.lamudi.com.ph/buy/cavite/silang/for-sale-366-sqm-vacant-lot-in-west-groove-silang-167971756780/,LA641D583A749C1PH,"For Sale 366 sqm. Vacant Lot in West Groove, Silang, Cavite",18300000.0,land,0.0,0.0,0.0,366.0,"For Sale Vacant Lot in West Groove, Silang Cavite City Lot area 366 Square Meters 50,000 Per Square Meters Total Contract Price PHP 18,300,000 Cash Only Village Amenities Clubhouse, Children s playground, swimming pool, Basketball court 24 7 roving Gu",Brian Juarez,https://www.lamudi.com.ph/-agn-60893/,FULLY VERIFIED,Cavite,121.018298,14.2349975,NIOG,25.6339304217524,n7936290396,2.59065966985507,w530432230,3.727732193203,Primark Town Center Silang	,3.15627892992142,w784644570,0.767866552832275,0,0,0,1,18300000.0 land 0.0 0.0 0.0 366.0,CR,tibig silang,59000
"Cabilang Baybay, Carmona",https://www.lamudi.com.ph/projects/southwoods-residences/334-sq-meters-residential-lot-for-sale-in-southwoo-167530649932/,LA63DB26032BE98PH,"334 sq. meters Residential Lot for Sale in Southwoods Residences, Carmona Cavite",6680000.0,land,0.0,0.0,0.0,334.0,"LIVE WORK PLAY LEARN Southwoods City is the largest and only fully integrated township with a golf course to rise in South of Manila. Located to the south of Manila, in the city of Carmona and lush province of Cavite. A short 30 minutes from Makati, it i",Alan Baldovino,https://www.lamudi.com.ph/remax-potters-hand-53623/,FULLY VERIFIED,Cavite,121.0428142,14.3197144,NIOG,17.877232859216,n6846023682,0.429861853785194,n1948658013,1.15547012146721,Walter Mart Carmona	,1.13462204710789,w808629497,0.763624013654262,7,0,0,1,6680000.0 land 0.0 0.0 0.0 334.0,CR,cabilang baybay carmona,54000
Amadeo,https://www.lamudi.com.ph/buy/cavite/amadeo/affordable-accessible-commercial-lot-for-sale-near-167610184383/,LA63E748D365829PH,"Affordable Accessible Commercial Lot for Sale near Tagaytay in Amadeo, Cavite",3500000.0,land,0.0,0.0,0.0,350.0,"COMMERCIAL LOT FOR SALE Located at Amadeo, Cavite 350sqm Facing along brgy. road Near Tagaytay Turnover this year Good for business and investment Reserve now for only 20k and get these promos Free transfer of title No miscellaneous fees Sav",Jesier Jane Albios,https://www.lamudi.com.ph/jesier-jane-albios-agn-641738/,FULLY VERIFIED,Cavite,120.9275011,14.1739905,NIOG,31.7844483168442,n9549241642,3.47322415855418,w807295353,1.17940193970154,Acienda Outlet Mall,3.71238192503994,w192083310,0.764544878069559,0,0,0,3,3500000.0 land 0.0 0.0 0.0 350.0,CR,amadeo,84000
"Cabilang Baybay, Carmona",https://www.lamudi.com.ph/projects/manila-southwoods/manila-southwoods-golf-and-country-club-vacant-lot-17005460776/,LA64217B7C22A82PH,Manila Southwoods Golf and Country Club Vacant Lot for Sale!,11760000.0,land,0.0,0.0,0.0,420.0,"Manila Southwoods Golf and Country Club Vacant Lot for Sale! Lot area 420 square meters Not perimeter Not tumbol Cul De Sac Irregular Shape Lot Asking Price Php11,760,000 or Php28K sqm Gross 23032703 Schedule a tour let s find your favoritehom",Daphne Yu,https://www.lamudi.com.ph/daphne-villanueva-yu-1/,FULLY VERIFIED,Cavite,121.0428142,14.3197144,NIOG,17.877232859216,n6846023682,0.429861853785194,n1948658013,1.15547012146721,Walter Mart Carmona	,1.13462204710789,w808629497,0.763624013654262,7,0,0,1,11760000.0 land 0.0 0.0 0.0 420.0,CR,cabilang baybay carmona,18000
"Hukay, Silang",https://www.lamudi.com.ph/buy/cavite/silang/hillside-ridge-by-alveo-land-17138365257/,LA662711EDC3BDFPH,Hillside Ridge by Alveo Land,12000000.0,land,0.0,0.0,0.0,278.0,"Property Details LOCATION SILANG, CAVITE LOT AREA 278 SQM This 50 hectare prime hillside development elevates the ease of modern suburban lifestyles. With a dynamic mix of land uses, it will feature an upscale commercial district with retail and recre",Maritoni Trinidad,https://www.lamudi.com.ph/maritoni-trinidad-agn-823431/,FULLY VERIFIED,Cavite,121.02566,14.2236058,NIOG,27.0550789815397,n7936290396,1.22654310535973,w530432230,3.06894488550931,Primark Town Center Silang	,1.83093078412173,n9106523268,0.999401715179986,0,0,0,1,12000000.0 land 0.0 0.0 0.0 278.0,CR,hukay silang,40000
